method,workload,failure,repetition,response_time,reliability,service_availability,active_replica_count,network_transfer_volume,replication_transfer_volume,algorithm_decision_time
EIMORM,W01,F1,rep-10,3.722000382256997,0.9791666666666666,0.9314583333333334,569,5226975199232,1959578828800,8641.03310299106
EIMORM,W01,F1,rep-11,3.8883161371233816,0.9791666666666666,0.973125,569,5223753973760,1959578828800,8371.70159600555
EIMORM,W01,F1,rep-12,3.8466800844799733,1.0,0.9835416666666669,567,5334349381632,1957431345152,8687.872983008674
EIMORM,W01,F1,rep-13,3.7428850414933073,1.0,0.9835416666666669,574,5334349381632,1959578828800,8728.569754999626
EIMORM,W01,F1,rep-14,3.7750021063352897,0.9825,0.9735416666666669,585,5220532748288,1959578828800,8803.697259017099
EIMORM,W01,F1,rep-15,3.8344005902161378,0.9791666666666666,0.9314583333333334,565,5226975199232,1959578828800,8434.934716012322
EIMORM,W01,F1,rep-16,3.8581599837684815,0.9791666666666666,0.9731250000000002,565,5221606490112,1959578828800,8461.523689994465
EIMORM,W01,F1,rep-17,3.716041495893313,1.0,0.9835416666666669,569,5334349381632,1959578828800,8509.692531002656
EIMORM,W01,F1,rep-18,3.7724129416533,1.0,0.9835416666666669,565,5334349381632,1959578828800,8494.79875000634
EIMORM,W01,F1,rep-19,3.8654705663999773,1.0,0.9835416666666669,574,5334349381632,1959578828800,8560.037023014047
EIMORM,W01,F1,rep-20,3.852677046794872,0.9791666666666666,0.9731250000000002,573,5221606490112,1959578828800,8608.228894012427
EIMORM,W01,F1,rep-21,3.711567571626635,1.0,0.9835416666666669,568,5334349381632,1958505086976,8562.829063003846
EIMORM,W01,F1,rep-22,3.8422061602133097,1.0,0.9835416666666669,574,5334349381632,1959578828800,8216.047669998261
EIMORM,W01,F1,rep-23,3.795106208571888,0.9791666666666666,0.9731250000000002,569,5221606490112,1959578828800,8643.613283024933
EIMORM,W01,F1,rep-24,3.963249609096144,0.9791666666666666,0.9731250000000002,569,5221606490112,1959578828800,8609.124163003798
EIMORM,W01,F1,rep-25,3.7795712204799656,0.9791666666666666,0.973125,569,5223753973760,1959578828800,8249.507882014768
EIMORM,W01,F1,rep-26,3.7283971420595443,0.9791666666666666,0.973125,565,5220532748288,1959578828800,8637.377054031276
EIMORM,W01,F1,rep-27,3.7339371929599756,1.0,0.9835416666666669,565,5334349381632,1959578828800,8290.301612998519
EIMORM,W01,F1,rep-28,3.682961777994882,0.98,0.934375,565,5246302552064,1959578828800,8647.812012006398
EIMORM,W01,F1,rep-29,3.6390899985066425,1.0,0.9835416666666669,572,5334349381632,1957431345152,8338.332633997197
EIMORM,W01,F1,rep-30,3.809963573803366,0.9808333333333333,0.9347916666666667,565,5239860101120,1959578828800,8297.726911977406
EIMORM,W01,F2,rep-01,3.9921407110713365,0.9666666666666667,0.9622916666666668,569,5194762944512,1959578828800,8317.478204031431
EIMORM,W01,F2,rep-02,3.716514299593775,0.9683333333333334,0.9660416666666667,565,5185099268096,1959578828800,8320.479423973666
EIMORM,W01,F2,rep-03,3.875450266657456,0.9675,0.904791666666667,569,5199057911808,1959578828800,8403.312692023974
EIMORM,W01,F2,rep-04,3.993987214637981,0.9683333333333334,0.9622916666666668,569,5194762944512,1959578828800,8356.543823969332
EIMORM,W01,F2,rep-05,3.7927183258744357,0.9691666666666666,0.9641666666666667,569,5194762944512,1959578828800,8411.568801982867
EIMORM,W01,F2,rep-06,3.9050197489018674,0.9683333333333334,0.905416666666667,565,5199057911808,1959578828800,8387.433273046554
EIMORM,W01,F2,rep-07,3.9201270719724532,0.9691666666666666,0.9654166666666667,569,5194762944512,1959578828800,8392.801374007831
EIMORM,W01,F2,rep-08,3.740092974225255,0.9675,0.9616666666666667,569,5197984169984,1959578828800,8454.487627972412
EIMORM,W01,F2,rep-09,3.7331471333562605,0.9683333333333334,0.9641666666666667,565,5185099268096,1959578828800,8411.300780035162
EIMORM,W01,F2,rep-10,3.7368433186368093,0.9683333333333334,0.9629166666666668,569,5185099268096,1959578828800,8457.602617008888
EIMORM,W01,F2,rep-11,3.9087159341824225,0.9683333333333334,0.905416666666667,569,5199057911808,1959578828800,8519.080164991465
EIMORM,W01,F2,rep-12,3.876734238156465,0.9683333333333334,0.9647916666666667,567,5194762944512,1957431345152,8450.897123027971
EIMORM,W01,F2,rep-13,3.8222623829406355,0.9658333333333333,0.9622916666666668,569,5197984169984,1959578828800,8543.907940033023
EIMORM,W01,F2,rep-14,3.8347922285713927,0.9658333333333333,0.904166666666667,565,5199057911808,1959578828800,8442.652030005775
EIMORM,W01,F2,rep-15,3.864361710815804,0.9658333333333333,0.904166666666667,565,5199057911808,1959578828800,8485.277461986698
EIMORM,W01,F2,rep-16,3.8449567380929124,0.9658333333333333,0.904166666666667,569,5199057911808,1959578828800,8545.253248017616
EIMORM,W01,F2,rep-17,3.677704354147997,0.9683333333333334,0.9616666666666667,565,5185099268096,1959578828800,7993.029749015477
EIMORM,W01,F2,rep-18,3.787665866244373,0.9675,0.9622916666666668,565,5185099268096,1959578828800,7991.907048959547
EIMORM,W01,F2,rep-19,3.8412605528123622,0.9675,0.904791666666667,565,5199057911808,1959578828800,8574.426473986023
EIMORM,W01,F2,rep-20,3.880994544578287,0.9675,0.9654166666666667,565,5185099268096,1959578828800,8078.419477973512
EIMORM,W01,F2,rep-21,3.751628059759004,0.9683333333333334,0.905416666666667,568,5199057911808,1958505086976,8629.407337957673
EIMORM,W01,F2,rep-22,3.8370344114737502,0.9691666666666666,0.9660416666666667,569,5197984169984,1959578828800,8064.907672973277
EIMORM,W01,F2,rep-23,3.8250321382906005,0.9691666666666666,0.9647916666666667,569,5197984169984,1959578828800,8606.917248027457
EIMORM,W01,F2,rep-24,3.943208366555428,0.9691666666666666,0.9641666666666667,569,5194762944512,1959578828800,8093.910142002642
EIMORM,W01,F2,rep-25,3.7996784684061646,0.9675,0.904791666666667,569,5199057911808,1959578828800,8650.231474022803
EIMORM,W01,F2,rep-26,3.783485808041244,0.9691666666666666,0.9622916666666668,565,5194762944512,1959578828800,8064.604837025399
EIMORM,W01,F2,rep-27,3.7687137795081433,0.9683333333333334,0.9647916666666667,565,5197984169984,1959578828800,8627.238133047285
EIMORM,W01,F2,rep-28,3.714666206953499,0.9658333333333333,0.904166666666667,565,5199057911808,1959578828800,8656.05494497322
EIMORM,W01,F2,rep-29,3.649058918223723,0.9675,0.9641666666666667,567,5185099268096,1957431345152,8662.376040008894
EIMORM,W01,F2,rep-30,3.8554994471401316,0.9683333333333334,0.9635416666666667,565,5197984169984,1959578828800,8658.404487969165
EIMORM,W01,F3,rep-01,3.9621073305599697,1.0,0.9835416666666669,569,5334349381632,1959578828800,8125.722563021554
EIMORM,W01,F3,rep-02,3.707093647359972,1.0,0.9835416666666669,565,5334349381632,1959578828800,8725.929617987276
EIMORM,W01,F3,rep-03,3.8368374510933023,1.0,0.9835416666666669,569,5334349381632,1959578828800,8175.940368037118
EIMORM,W01,F3,rep-04,3.9621073305599754,1.0,0.9835416666666669,569,5334349381632,1959578828800,8752.0703290229
EIMORM,W01,F3,rep-05,3.7580963839999733,1.0,0.9835416666666669,569,5334349381632,1959578828800,8802.560132991857
EIMORM,W01,F3,rep-06,3.8762079846399744,1.0,0.9835416666666669,565,5334349381632,1959578828800,8142.076988009649
EIMORM,W01,F3,rep-07,3.894103681706635,1.0,0.9835416666666669,569,5334349381632,1959578828800,8190.60416897446
EIMORM,W01,F3,rep-08,3.704409292799976,1.0,0.9835416666666669,569,5334349381632,1959578828800,8649.893252008042
EIMORM,W01,F3,rep-09,3.721410205013311,1.0,0.9835416666666669,565,5334349381632,1959578828800,8169.247649995668
EIMORM,W01,F3,rep-10,3.716936280746643,1.0,0.9835416666666669,569,5334349381632,1959578828800,8859.220767033548
EIMORM,W01,F3,rep-11,3.877997554346645,1.0,0.9835416666666669,569,5334349381632,1959578828800,8188.650750063971
EIMORM,W01,F3,rep-12,3.8466800844799733,1.0,0.9835416666666669,567,5334349381632,1957431345152,8199.349828868435
EIMORM,W01,F3,rep-13,3.7840451447466315,1.0,0.9835416666666669,569,5334349381632,1959578828800,8200.155507009185
EIMORM,W01,F3,rep-14,3.8046251963732978,1.0,0.9835416666666669,565,5334349381632,1959578828800,8233.966848903947
EIMORM,W01,F3,rep-15,3.8332583116799688,1.0,0.9835416666666669,565,5334349381632,1959578828800,8884.379704024468
EIMORM,W01,F3,rep-16,3.809099120639969,1.0,0.9835416666666669,569,5334349381632,1959578828800,8940.132704105054
EIMORM,W01,F3,rep-17,3.6534065561599776,1.0,0.9835416666666669,565,5334349381632,1959578828800,8226.501172975986
EIMORM,W01,F3,rep-18,3.7724129416533,1.0,0.9835416666666669,565,5334349381632,1959578828800,8192.32460199055
EIMORM,W01,F3,rep-19,3.8108886903466357,1.0,0.9835416666666669,565,5334349381632,1959578828800,8959.403781031142
EIMORM,W01,F3,rep-20,3.8663653512533065,1.0,0.9835416666666669,565,5334349381632,1959578828800,8250.406663108151
EIMORM,W01,F3,rep-21,3.711567571626635,1.0,0.9835416666666669,568,5334349381632,1958505086976,8959.407121004915
EIMORM,W01,F3,rep-22,3.796572132693309,1.0,0.9835416666666669,569,5334349381632,1959578828800,9040.30313001931
EIMORM,W01,F3,rep-23,3.784939929599973,1.0,0.9835416666666669,569,5334349381632,1959578828800,8229.608422963793
EIMORM,W01,F3,rep-24,3.905735884799969,1.0,0.9835416666666669,569,5334349381632,1959578828800,8264.964915008022
EIMORM,W01,F3,rep-25,3.7706233719466344,1.0,0.9835416666666669,569,5334349381632,1959578828800,8278.889508976135
EIMORM,W01,F3,rep-26,3.745569396053304,1.0,0.9835416666666669,565,5334349381632,1959578828800,8266.288939968945
EIMORM,W01,F3,rep-27,3.7339371929599756,1.0,0.9835416666666669,565,5334349381632,1959578828800,8240.47216998224
EIMORM,W01,F3,rep-28,3.6918823048533054,1.0,0.9835416666666669,565,5334349381632,1959578828800,8274.628547973407
EIMORM,W01,F3,rep-29,3.6337212893866377,1.0,0.9835416666666669,567,5334349381632,1957431345152,8313.570702925063
EIMORM,W01,F3,rep-30,3.825205247999976,1.0,0.9835416666666669,565,5334349381632,1959578828800,8314.366255053756
EIMORM,W01,F4,rep-01,3.9621073305599697,1.0,0.9835416666666669,569,5334349381632,1959578828800,9100.385737965553
EIMORM,W01,F4,rep-02,3.632267263999975,0.94,0.9435416666666668,565,5070208892928,1959578828800,8269.990578963188
EIMORM,W01,F4,rep-03,3.8368374510933023,1.0,0.9835416666666669,569,5334349381632,1959578828800,8355.92447396266
EIMORM,W01,F4,rep-04,3.9621073305599754,1.0,0.9835416666666669,569,5334349381632,1959578828800,8335.765718988114
EIMORM,W01,F4,rep-05,3.7580963839999733,1.0,0.9835416666666669,569,5334349381632,1959578828800,8363.1408629808
EIMORM,W01,F4,rep-06,3.8762079846399744,1.0,0.9835416666666669,565,5334349381632,1959578828800,8321.432132033806
EIMORM,W01,F4,rep-07,3.842668738283696,0.945,0.9497916666666667,569,5076651343872,1959578828800,8369.389058927482
EIMORM,W01,F4,rep-08,3.704409292799976,1.0,0.9835416666666669,569,5334349381632,1959578828800,8344.843149003282
EIMORM,W01,F4,rep-09,3.721410205013311,1.0,0.9835416666666669,565,5334349381632,1959578828800,8325.927973004582
EIMORM,W01,F4,rep-10,3.732803798812422,0.9375,0.827291666666667,569,5012226834432,1959578828800,8368.965326910256
EIMORM,W01,F4,rep-11,3.8660437381921535,0.9366666666666666,0.9522916666666668,569,4984309547008,1959578828800,8354.162496951176
EIMORM,W01,F4,rep-12,3.7961423541417085,0.945,0.838541666666667,567,5057323991040,1957431345152,8909.279633982806
EIMORM,W01,F4,rep-13,3.730383887230065,0.9475,0.9472916666666668,569,5057323991040,1959578828800,8378.21662396891
EIMORM,W01,F4,rep-14,3.8046251963732978,1.0,0.9835416666666669,565,5334349381632,1959578828800,7448.567251038185
EIMORM,W01,F4,rep-15,3.8332583116799688,1.0,0.9835416666666669,565,5334349381632,1959578828800,8379.586138969898
EIMORM,W01,F4,rep-16,3.822520893439973,0.9375,0.9522916666666668,569,5002563158016,1959578828800,8379.826087053516
EIMORM,W01,F4,rep-17,3.6534065561599776,1.0,0.9835416666666669,565,5334349381632,1959578828800,8385.432673047035
EIMORM,W01,F4,rep-18,3.7724129416533,1.0,0.9835416666666669,565,5334349381632,1959578828800,8369.50185195019
EIMORM,W01,F4,rep-19,3.7515719111110806,0.9475,0.9460416666666667,565,5083093794816,1959578828800,8396.766576010123
EIMORM,W01,F4,rep-20,3.8214244669295567,0.945,0.9522916666666668,565,5035849154560,1959578828800,8373.994922898419
EIMORM,W01,F4,rep-21,3.7242138642204172,0.9375,0.9522916666666668,568,4996120707072,1958505086976,8423.739377005404
EIMORM,W01,F4,rep-22,3.8234753306168665,0.9375,0.9522916666666668,569,5002563158016,1959578828800,8396.732964956755
EIMORM,W01,F4,rep-23,3.784939929599973,1.0,0.9835416666666669,569,5334349381632,1959578828800,8443.369144861208
EIMORM,W01,F4,rep-24,3.9071210499643882,0.9366666666666666,0.9522916666666668,569,4984309547008,1959578828800,12264.326477037685
EIMORM,W01,F4,rep-25,3.7986599640177485,0.9375,0.9522916666666668,569,5002563158016,1959578828800,8468.761109921616
EIMORM,W01,F4,rep-26,3.7547558538808636,0.9375,0.9522916666666668,565,4996120707072,1959578828800,8415.873938949517
EIMORM,W01,F4,rep-27,3.7351695123131483,0.9366666666666666,0.9522916666666668,565,4984309547008,1959578828800,8459.325474974321
EIMORM,W01,F4,rep-28,3.613625912888865,0.9475,0.9472916666666668,565,5066987667456,1959578828800,8506.810460898123
EIMORM,W01,F4,rep-29,3.5697453466316444,0.9475,0.9522916666666668,567,5054102765568,1957431345152,8451.023630961572
EIMORM,W01,F4,rep-30,3.779307262876188,0.945,0.9497916666666667,565,5048734056448,1959578828800,8509.325803941465
EIMORM,W02,F0,rep-01,0.40175839914666645,1.0,0.9966435185185186,358,3650722201600,896574423040,5723.57583295161
EIMORM,W02,F0,rep-02,0.39012619605333315,1.0,0.9966435185185186,359,3650722201600,896574423040,5744.979227984004
EIMORM,W02,F0,rep-03,0.40265318399999983,1.0,0.9966435185185186,357,3650722201600,891205713920,5650.912484081346
EIMORM,W02,F0,rep-04,0.4089166779733332,1.0,0.9966435185185186,359,3650722201600,897648164864,5697.853378944274
EIMORM,W02,F0,rep-05,0.3981792597333333,1.0,0.9966435185185186,360,3650722201600,904090615808,5698.323945031007
EIMORM,W02,F0,rep-06,0.40265318399999994,1.0,0.9966435185185186,358,3650722201600,893353197568,6695.7892490318045
EIMORM,W02,F0,rep-07,0.4169697416533332,1.0,0.9966435185185186,360,3650722201600,906238099456,5723.5088780471415
EIMORM,W02,F0,rep-08,0.3883366263466665,1.0,0.9966435185185186,355,3650722201600,875099586560,6716.723044104583
EIMORM,W02,F0,rep-09,0.3767044232533333,1.0,0.9966435185185186,356,3650722201600,881542037504,6751.999963002163
EIMORM,W02,F0,rep-10,0.4151801719466666,1.0,0.9966435185185186,360,3650722201600,903016873984,5714.283379194967
EIMORM,W02,F0,rep-11,0.4008636142933332,1.0,0.9966435185185186,356,3650722201600,882615779328,6735.916695950436
EIMORM,W02,F0,rep-12,0.3928105506133333,1.0,0.9966435185185186,355,3650722201600,877247070208,6701.495977045852
EIMORM,W02,F0,rep-13,0.4098114628266666,1.0,0.9966435185185186,359,3650722201600,901943132160,5700.659090936824
EIMORM,W02,F0,rep-14,0.4089166779733332,1.0,0.9966435185185186,359,3650722201600,897648164864,5732.947877128026
EIMORM,W02,F0,rep-15,0.3910209809066666,1.0,0.9966435185185186,355,3650722201600,875099586560,6801.304338951013
EIMORM,W02,F0,rep-16,0.4071271082666665,1.0,0.9966435185185186,358,3650722201600,892279455744,5683.304480146035
EIMORM,W02,F0,rep-17,0.4178645265066665,1.0,0.9966435185185186,358,3650722201600,892279455744,6806.777957091981
EIMORM,W02,F0,rep-18,0.3946001203199999,1.0,0.9966435185185186,358,3650722201600,895500681216,6835.459138870647
EIMORM,W02,F0,rep-19,0.40533753855999993,1.0,0.9966435185185186,360,3650722201600,907311841280,5711.660251959984
EIMORM,W02,F0,rep-20,0.41875931135999983,1.0,0.9966435185185186,360,3650722201600,908385583104,5710.512823126919
EIMORM,W02,F0,rep-21,0.3972844748799998,1.0,0.9966435185185186,353,3650722201600,865435910144,6824.502018032945
EIMORM,W02,F0,rep-22,0.4062323234133332,1.0,0.9966435185185186,357,3650722201600,884763262976,6816.0669180506375
EIMORM,W02,F0,rep-23,0.40444275370666655,1.0,0.9966435185185186,357,3650722201600,883689521152,5700.5382520583225
EIMORM,W02,F0,rep-24,0.4035479688533332,1.0,0.9966435185185186,357,3650722201600,886910746624,5694.831365988648
EIMORM,W02,F0,rep-25,0.4169697416533331,1.0,0.9966435185185186,360,3650722201600,904090615808,5664.921458119352
EIMORM,W02,F0,rep-26,0.40623232341333315,1.0,0.9966435185185186,348,3650722201600,870804619264,5624.450399118359
EIMORM,W02,F0,rep-27,0.38833662634666655,1.0,0.9966435185185186,355,3650722201600,875099586560,5648.160282995377
EIMORM,W02,F0,rep-28,0.3847574869333332,1.0,0.9966435185185186,355,3650722201600,870804619264,5641.313017033099
EIMORM,W02,F0,rep-29,0.3981792597333333,1.0,0.9966435185185186,359,3650722201600,898721906688,6903.22132496658
EIMORM,W02,F0,rep-30,0.3856522717866665,1.0,0.9966435185185186,357,3650722201600,887984488448,7432.82742005249
EIMORM,W02,F1,rep-01,0.4103064501923402,0.9791666666666666,0.9839120370370372,358,3565896597504,896574423040,6893.869272818847
EIMORM,W02,F1,rep-02,0.39842675341617007,0.9791666666666666,0.9839120370370371,359,3568044081152,896574423040,6909.2209429582
EIMORM,W02,F1,rep-03,0.40265318399999983,0.9808333333333333,0.9804398148148148,357,3650722201600,891205713920,5694.257587034372
EIMORM,W02,F1,rep-04,0.41761703282382967,0.9791666666666666,0.9561342592592591,359,3583076466688,897648164864,5681.315055815503
EIMORM,W02,F1,rep-05,0.3981792597333333,1.0,0.9966435185185186,360,3650722201600,904090615808,5677.218187069229
EIMORM,W02,F1,rep-06,0.40265318399999994,1.0,0.9966435185185186,358,3650722201600,893353197568,5973.127285964438
EIMORM,W02,F1,rep-07,0.4258414382842552,0.9791666666666666,0.9792824074074074,360,3584150208512,906238099456,5692.527027953474
EIMORM,W02,F1,rep-08,0.39659910775829765,0.9791666666666666,0.9561342592592591,355,3583076466688,875099586560,6897.195658100827
EIMORM,W02,F1,rep-09,0.3767044232533333,1.0,0.9966435185185186,356,3650722201600,881542037504,5624.875880916079
EIMORM,W02,F1,rep-10,0.4240137926263829,0.9791666666666666,0.9561342592592591,360,3583076466688,903016873984,7006.890484044561
EIMORM,W02,F1,rep-11,0.40939262736340415,0.9791666666666666,0.9839120370370371,356,3568044081152,882615779328,7362.747259008756
EIMORM,W02,F1,rep-12,0.3928105506133333,1.0,0.9966435185185186,355,3650722201600,877247070208,7001.616610090423
EIMORM,W02,F1,rep-13,0.4098114628266666,1.0,0.9966435185185186,359,3650722201600,901943132160,5675.327058786934
EIMORM,W02,F1,rep-14,0.41097153565159117,0.9791666666666666,0.982368827160494,359,3612067495936,897648164864,6945.38969216228
EIMORM,W02,F1,rep-15,0.39934057624510627,0.9791666666666666,0.9561342592592591,355,3583076466688,875099586560,6981.465266952
EIMORM,W02,F1,rep-16,0.41578938716595726,0.9791666666666666,0.9792824074074074,358,3584150208512,892279455744,5696.064207993913
EIMORM,W02,F1,rep-17,0.4178645265066665,1.0,0.9966435185185186,358,3650722201600,892279455744,5664.747583032295
EIMORM,W02,F1,rep-18,0.3946001203199999,1.0,0.9966435185185186,358,3650722201600,895500681216,5665.799294067256
EIMORM,W02,F1,rep-19,0.40533753855999993,1.0,0.9966435185185186,360,3650722201600,907311841280,5673.212675188552
EIMORM,W02,F1,rep-20,0.4276690839421275,0.9791666666666666,0.9792824074074074,360,3584150208512,908385583104,5670.043462087051
EIMORM,W02,F1,rep-21,0.3972844748799998,1.0,0.9966435185185186,353,3650722201600,865435910144,37525.41678194393
EIMORM,W02,F1,rep-22,0.4062323234133332,1.0,0.9966435185185186,357,3650722201600,884763262976,5662.50038396538
EIMORM,W02,F1,rep-23,0.4130479186791488,0.9791666666666666,0.9792824074074074,357,3584150208512,883689521152,7026.291329901142
EIMORM,W02,F1,rep-24,0.41213409585021266,0.9791666666666666,0.9792824074074074,357,3584150208512,886910746624,5624.6470210535335
EIMORM,W02,F1,rep-25,0.4258414382842551,0.9791666666666666,0.9839120370370371,360,3568044081152,904090615808,5685.190157026227
EIMORM,W02,F1,rep-26,0.4075649817055318,0.9791666666666666,0.9839120370370372,348,3565896597504,870804619264,5768.695836995903
EIMORM,W02,F1,rep-27,0.38833662634666655,1.0,0.9966435185185186,355,3650722201600,875099586560,5642.718204027915
EIMORM,W02,F1,rep-28,0.3847574869333332,0.9825,0.958449074074074,355,3650722201600,870804619264,5609.072970859415
EIMORM,W02,F1,rep-29,0.3981792597333333,1.0,0.9966435185185186,359,3650722201600,898721906688,5677.588837977964
EIMORM,W02,F1,rep-30,0.3856522717866665,0.9825,0.9584490740740742,357,3650722201600,887984488448,5641.603420022875
EIMORM,W02,F2,rep-01,0.4145400507102319,0.9675,0.9653935185185186,358,3549790470144,896574423040,5690.621777881461
EIMORM,W02,F2,rep-02,0.40288419558003424,0.9608333333333333,0.9694444444444448,359,3517578215424,896574423040,5680.249329096114
EIMORM,W02,F2,rep-03,0.41582084406196196,0.9683333333333334,0.9358796296296299,357,3547642986496,891205713920,5652.451612913865
EIMORM,W02,F2,rep-04,0.42192606497678403,0.9616666666666667,0.9636574074074075,359,3549790470144,897648164864,5693.453418141871
EIMORM,W02,F2,rep-05,0.41084704357695606,0.9666666666666667,0.9619212962962964,360,3549790470144,904090615808,7141.799805795017
EIMORM,W02,F2,rep-06,0.41582084406196207,0.9683333333333334,0.9358796296296299,358,3547642986496,893353197568,7560.451542965893
EIMORM,W02,F2,rep-07,0.43023533102665507,0.9691666666666666,0.9688657407407408,360,3549790470144,906238099456,7175.581945055455
EIMORM,W02,F2,rep-08,0.4006912739604469,0.9666666666666667,0.972916666666667,355,3531536859136,875099586560,7122.79478587152
EIMORM,W02,F2,rep-09,0.389023500777969,0.9683333333333334,0.9758101851851855,356,3517578215424,881542037504,5613.798158141435
EIMORM,W02,F2,rep-10,0.4287574925438898,0.965,0.9682870370370372,360,3517578215424,903016873984,5653.707047022181
EIMORM,W02,F2,rep-11,0.41397275142168666,0.9666666666666667,0.9324074074074077,356,3547642986496,882615779328,5640.334258052462
EIMORM,W02,F2,rep-12,0.4053075328770421,0.9675,0.9671296296296297,355,3549790470144,877247070208,7161.306618058006
EIMORM,W02,F2,rep-13,0.42284931676010307,0.9691666666666666,0.9775462962962966,359,3531536859136,901943132160,5650.655913035735
EIMORM,W02,F2,rep-14,0.42228916830292584,0.9658333333333333,0.9324074074074077,359,3547642986496,897648164864,7225.2813341256115
EIMORM,W02,F2,rep-15,0.403808241900172,0.9666666666666667,0.9324074074074077,355,3547642986496,875099586560,5642.641190010181
EIMORM,W02,F2,rep-16,0.4204410756626504,0.9658333333333333,0.9324074074074077,358,3547642986496,892279455744,5655.411529922276
EIMORM,W02,F2,rep-17,0.4315296315043028,0.9683333333333334,0.9740740740740743,358,3517578215424,892279455744,5655.814797930361
EIMORM,W02,F2,rep-18,0.4075044271807228,0.9625,0.9706018518518521,358,3517578215424,895500681216,7260.871876896999
EIMORM,W02,F2,rep-19,0.4185929830223752,0.9658333333333333,0.9324074074074077,360,3547642986496,907311841280,5632.657356101845
EIMORM,W02,F2,rep-20,0.43245367782444044,0.9683333333333334,0.9775462962962966,360,3517578215424,908385583104,5665.041639913397
EIMORM,W02,F2,rep-21,0.4102765661411358,0.9658333333333333,0.9324074074074077,353,3547642986496,865435910144,5632.0286630580085
EIMORM,W02,F2,rep-22,0.41915630962682704,0.9675,0.9711805555555559,357,3531536859136,884763262976,7262.46204799827
EIMORM,W02,F2,rep-23,0.417309806060189,0.9625,0.9636574074074077,357,3531536859136,883689521152,5617.429978083237
EIMORM,W02,F2,rep-24,0.41638655427687005,0.9641666666666666,0.9601851851851853,357,3549790470144,886910746624,5634.89405882865
EIMORM,W02,F2,rep-25,0.43060558518416503,0.9683333333333334,0.9358796296296299,360,3547642986496,904090615808,7803.109341934032
EIMORM,W02,F2,rep-26,0.419156309626827,0.9633333333333334,0.9671296296296297,348,3549790470144,870804619264,7169.764433063392
EIMORM,W02,F2,rep-27,0.400691273960447,0.9675,0.972916666666667,355,3531536859136,875099586560,5599.205591133796
EIMORM,W02,F2,rep-28,0.3973399176592082,0.9658333333333333,0.9324074074074077,355,3547642986496,870804619264,5940.092474054836
EIMORM,W02,F2,rep-29,0.4112006124612736,0.9608333333333333,0.9694444444444448,359,3517578215424,898721906688,5665.637026067998
EIMORM,W02,F2,rep-30,0.39792151861048997,0.9666666666666667,0.9711805555555559,357,3531536859136,887984488448,7239.829006182845
EIMORM,W02,F3,rep-01,0.40175839914666645,1.0,0.9966435185185186,358,3650722201600,896574423040,7334.973326898762
EIMORM,W02,F3,rep-02,0.39012619605333315,1.0,0.9966435185185186,359,3650722201600,896574423040,7362.5103330632555
EIMORM,W02,F3,rep-03,0.40265318399999983,1.0,0.9966435185185186,357,3650722201600,891205713920,5663.878669111
EIMORM,W02,F3,rep-04,0.4089166779733332,1.0,0.9966435185185186,359,3650722201600,897648164864,5667.157456126006
EIMORM,W02,F3,rep-05,0.3981792597333333,1.0,0.9966435185185186,360,3650722201600,904090615808,5667.841231886996
EIMORM,W02,F3,rep-06,0.40265318399999994,1.0,0.9966435185185186,358,3650722201600,893353197568,5663.5946697497275
EIMORM,W02,F3,rep-07,0.4169697416533332,1.0,0.9966435185185186,360,3650722201600,906238099456,7906.096076985705
EIMORM,W02,F3,rep-08,0.3883366263466665,1.0,0.9966435185185186,355,3650722201600,875099586560,7323.378173605306
EIMORM,W02,F3,rep-09,0.3767044232533333,1.0,0.9966435185185186,356,3650722201600,881542037504,5614.460090000648
EIMORM,W02,F3,rep-10,0.4151801719466666,1.0,0.9966435185185186,360,3650722201600,903016873984,5648.030749289319
EIMORM,W02,F3,rep-11,0.4008636142933332,1.0,0.9966435185185186,356,3650722201600,882615779328,7956.000360136386
EIMORM,W02,F3,rep-12,0.3928105506133333,1.0,0.9966435185185186,355,3650722201600,877247070208,5627.3097977828
EIMORM,W02,F3,rep-13,0.4098114628266666,1.0,0.9966435185185186,359,3650722201600,901943132160,5661.227895441698
EIMORM,W02,F3,rep-14,0.4089166779733332,1.0,0.9966435185185186,359,3650722201600,897648164864,5652.526593010407
EIMORM,W02,F3,rep-15,0.3910209809066666,1.0,0.9966435185185186,355,3650722201600,875099586560,7831.052095396444
EIMORM,W02,F3,rep-16,0.4071271082666665,1.0,0.9966435185185186,358,3650722201600,892279455744,7566.664940080955
EIMORM,W02,F3,rep-17,0.4178645265066665,1.0,0.9966435185185186,358,3650722201600,892279455744,5679.324110315065
EIMORM,W02,F3,rep-18,0.3946001203199999,1.0,0.9966435185185186,358,3650722201600,895500681216,5706.879451798159
EIMORM,W02,F3,rep-19,0.40533753855999993,1.0,0.9966435185185186,360,3650722201600,907311841280,8077.769683019142
EIMORM,W02,F3,rep-20,0.41875931135999983,1.0,0.9966435185185186,360,3650722201600,908385583104,5651.778919112985
EIMORM,W02,F3,rep-21,0.3972844748799998,1.0,0.9966435185185186,353,3650722201600,865435910144,5611.3775809062645
EIMORM,W02,F3,rep-22,0.4062323234133332,1.0,0.9966435185185186,357,3650722201600,884763262976,7487.458367817453
EIMORM,W02,F3,rep-23,0.40444275370666655,1.0,0.9966435185185186,357,3650722201600,883689521152,8171.805532227154
EIMORM,W02,F3,rep-24,0.4035479688533332,1.0,0.9966435185185186,357,3650722201600,886910746624,5655.0021331058815
